cites,name,title,year
3,Yevgeniy Dodis,Randomness in Cryptography,2013.0
3,Yevgeniy Dodis,On the impossibility of extracting classical randomness using a quantum computer,2006.0
3,Yevgeniy Dodis,Fuzzy Extractors: How to generate strong keys from biometric identification,1998.0
2,Yevgeniy Dodis,Extracting randomness from extractor-dependent sources,2020.0
2,Yevgeniy Dodis,Unilaterally-Authenticated Key Exchange,2017.0
2,Yevgeniy Dodis,The cost of cryptography,2013.0
2,Yevgeniy Dodis,Key-Insulated Signature Schemes,2002.0
2,Yevgeniy Dodis,Incremental codes,2001.0
2,Yevgeniy Dodis,GM-Security and Semantic Security Revisited,1999.0
1,Yevgeniy Dodis,On the price of concurrency in group ratcheting protocols,2020.0
1,Yevgeniy Dodis,End-to-end double-ratchet encryption with epoch key exchange,2019.0
1,Yevgeniy Dodis,Basing cryptography on biometrics and other noisy data,2017.0
1,Yevgeniy Dodis,Fault-tolerant leader election and collective coin-flipping in the full information model,2006.0
1,Yevgeniy Dodis,Zero-Knowledge Proofs,
1188,Yong Liu,A measurement study of a large-scale P2P IPTV system,2007.0
542,Yong Liu,A survey on peer-to-peer video streaming systems,2008.0
444,Yong Liu,Stochastic fluid theory for P2P streaming systems,2007.0
438,Yong Liu,A survey of collaborative filtering based social recommender systems,2014.0
406,Yong Liu,Circle-based recommendation in online social networks,2012.0
315,Yong Liu,Towards Agile and Smooth Video Adaption in Dynamic HTTP Streaming,
257,Yong Liu,Insights into pplive: A measurement study of a large-scale p2p iptv system,2006.0
252,Yong Liu,IPTV over P2P streaming networks: the mesh-pull approach,2008.0
239,Yong Liu,Inferring network-wide quality in P2P live streaming systems,2007.0
225,Yong Liu,Bayesian-inference-based recommendation in online social networks,2012.0
214,Yong Liu,Fluid models and solutions for large-scale IP networks,2003.0
199,Yong Liu,Queuing network models for multi-channel P2P live streaming systems,2009.0
170,Yong Liu,"Video telephony for end-consumers: measurement study of Google+, iChat, and Skype",2012.0
156,Yong Liu,On top-k recommendation using social networks,2012.0
150,Yong Liu,On the minimum delay peer-to-peer video streaming: how realtime can it be?,2007.0
148,Yong Liu,On the interaction between overlay routing and underlay routing,2005.0
133,Yong Liu,View-upload decoupling: A redesign of multi-channel P2P video systems,2009.0
121,Yong Liu,"Self-similarity and long range dependence on the internet: a second look at the evidence, origins and implications",2005.0
112,Yong Liu,Is random scheduling sufficient in P2P video streaming?,2008.0
112,Yong Liu,On optimal routing with multiple traffic matrices,2005.0
106,Yong Liu,Unresponsive flows and AQM performance,2003.0
100,Yong Liu,Profiling skype video calls: Rate control and video quality,2012.0
97,Yong Liu,On the tails of web file size distributions,2001.0
93,Yong Liu,Scalable video multicast in hybrid 3G/ad-hoc networks,2011.0
92,Yong Liu,AQCS: adaptive queue-based chunk scheduling for P2P live streaming,2008.0
90,Yong Liu,On integrating fluid models with packet simulation,2004.0
86,Yong Liu,DDoS attack detection under SDN context,2016.0
72,Yong Liu,Scalable fluid models and simulations for large-scale IP networks,2004.0
68,Yong Liu,Performance evaluation of TCP implementations in OBS networks,2003.0
67,Yong Liu,P2P trading in social networks: The value of staying connected,2010.0
64,Yong Liu,"Peer-to-peer streaming of layered video: Efficiency, fairness and incentive",2011.0
63,Yong Liu,Measurement and modeling of video watching time in a large-scale internet video-on-demand system,2013.0
63,Yong Liu,On the interaction between overlay routing and traffic engineering,2005.0
58,Yong Liu,Exploring miner evolution in bitcoin network,2015.0
58,Yong Liu,Modeling and analysis of multichannel P2P live video systems,2010.0
52,Yong Liu,Insight into PPLive: A measurement study of a large-scale P2P IPTV system,2006.0
51,Yong Liu,Incentivized peer-assisted streaming for on-demand services,2010.0
49,Yong Liu,“Can you SEE me now?” A measurement study of mobile video calls,2014.0
48,Yong Liu,Dielectric leaky wave antenna having mono-layer structure,2003.0
45,Yong Liu,Application level relay for high-bandwidth data transport,2004.0
44,Yong Liu,Performance of DASH and WebRTC video services for mobile users,2013.0
44,Yong Liu,Perturbation analysis for stochastic fluid queueing systems,2002.0
43,Yong Liu,Investigating the scheduling sensitivity of P2P video streaming: an experimental study,2009.0
42,Yong Liu,Optimal bandwidth sharing in multiswarm multiparty p2p video-conferencing systems,2011.0
40,Yong Liu,Modeling and analysis of Skype video calls: Rate control and video quality,2013.0
40,Yong Liu,An information-theoretic approach to network monitoring and measurement,2005.0
39,Yong Liu,On the impact of concurrent downloads,2001.0
38,Yong Liu,On the TCP-friendliness of VoIP traffic,2006.0
37,Yong Liu,Topology mapping and geolocating for China's Internet,2012.0
35,Yong Liu,On adaptive HTTP streaming to mobile devices,2013.0
35,Yong Liu,China's internet: Topology mapping and geolocating,2012.0
34,Yong Liu,Multi-path multi-tier 360-degree video streaming in 5G networks,2018.0
34,Yong Liu,Delay bounds of chunk-based peer-to-peer video streaming,2009.0
33,Yong Liu,Method and system for providing recommendations in a social network,2013.0
32,Yong Liu,Collaborative filtering-based recommendation of online social voting,2017.0
32,Yong Liu,ipass: Incentivized peer-assisted system for asynchronous streaming,2009.0
31,Yong Liu,Prioritized buffer control in two-tier 360 video streaming,2017.0
29,Yong Liu,A distributed algorithm for joint sensing and routing in wireless networks with non-steerable directional antennas,2006.0
28,Yong Liu,View direction and bandwidth adaptive 360 degree video streaming using a two-tier system,2017.0
28,Yong Liu,On fluid queueing systems with strict priority,2003.0
24,Yong Liu,Enabling P2P one-view multiparty video conferencing,2013.0
23,Yong Liu,I know where you are: thwarting privacy protection in location-based social discovery services,2015.0
22,Yong Liu,A two-tier system for on-demand streaming of 360 degree video over dynamic networks,2019.0
21,Yong Liu,Mesh-based peer-to-peer layered video streaming with taxation,2010.0
21,Yong Liu,On the capacity of hybrid wireless networks with opportunistic routing,2009.0
20,Yong Liu,Playing high-end video games in the cloud: A measurement study,2014.0
20,Yong Liu,Social interaction based video recommendation: Recommending youtube videos to facebook users,2014.0
19,Yong Liu,Very long term field of view prediction for 360-degree video streaming,2019.0
19,Yong Liu,Mechanism design for dynamic P2P streaming,2013.0
19,Yong Liu,Hierarchically clustered p2p streaming system,2007.0
18,Yong Liu,Peer-to-peer voice over internet protocol,2012.0
18,Yong Liu,Redesigning multi-channel P2P live video systems with View-Upload Decoupling,2010.0
18,Yong Liu,Detecting and blocking P2P botnets through contact tracing chains,2010.0
18,Yong Liu,Topology optimization in multi-tree based P2P streaming system,2009.0
17,Yong Liu,Identifying SDN state inconsistency in OpenStack,2015.0
17,Yong Liu,Opportunistic overlay multicast in wireless networks,2010.0
17,Yong Liu,dHCPS: decentralized hierarchically clustered p2p video streaming,2008.0
16,Yong Liu,SV-BCMCS: Scalable video multicast in hybrid 3G/ad-hoc networks,2009.0
16,Yong Liu,An information theoretic approach to network trace compression,2005.0
16,Yong Liu,Analysis of an AIMD based collision avoidance protocol in wireless data networks,2003.0
15,Yong Liu,On achieving short channel switching delay and playback lag in IP-based TV systems,2015.0
14,Yong Liu,Optimal Routing with Multiple Traffic Matrices Tradeoff between Average andWorst Case Performance,2005.0
12,Yong Liu,Dealing with user heterogeneity in P2P multi-party video conferencing: Layered distribution versus partitioned simulcast,2015.0
12,Yong Liu,Reducing or minimizing delays in peer-to-peer communications such as peer-to-peer video streaming,2011.0
11,Yong Liu,Estimating heights from photo collections: A data-driven approach,2014.0
11,Yong Liu,On distribution of user movie watching time in a large-scale video streaming system,2014.0
11,Yong Liu,Method and apparatus for scalable content multicast over a hybrid network,2012.0
11,Yong Liu,Multi-head hierarchically clustered peer-to-peer live streaming system,2011.0
11,Yong Liu,View-upload decoupled peer-to-peer video distribution systems and methods,2011.0
11,Yong Liu,Vivud: Virtual server cluster based view-upload decoupling for multi-channel p2p video streaming systems,2010.0
11,Yong Liu,Two-level stochastic fluid tandem queuing model for burst impact analysis,2007.0
10,Yong Liu,Design and evaluation of a wifi-direct based lte cooperative video streaming system,2016.0
10,Yong Liu,Event participation recommendation in event-based social networks,2016.0
10,Yong Liu,Peer-Assisted Distribution of User Generated Content,
9,Yong Liu,Livejack: Integrating cdns and edge clouds for live content broadcasting,2017.0
9,Yong Liu,Follow me: Personalized IPTV channel switching guide,2017.0
9,Yong Liu,Decentralized hierarchically clustered peer-to-peer live streaming system,2011.0
9,Yong Liu,Coolstreaming: a data-driven overlay network for efficient live media streaming,2005.0
8,Yong Liu,Realtime mobile bandwidth prediction using lstm neural network,2019.0
8,Yong Liu,Recommendation in a changing world: Exploiting temporal dynamics in ratings and reviews,2017.0
8,Yong Liu,Optimal resource allocation in multi-source multi-swarm P2P video conferencing swarms,2011.0
8,Yong Liu,Impact of arrival burstiness on queue length: An infinitesimal perturbation analysis,2009.0
8,Yong Liu,Performance evaluations of TCP traffic transmitted over OBS networks,2003.0
7,Yong Liu,Enabling broadcast of user-generated live video without servers,2012.0
6,Yong Liu,WiLiTV: Reducing live satellite TV costs using wireless relays,2018.0
6,Yong Liu,Determining user perceived delays in voice conferencing systems and video conferencing systems,2017.0
6,Yong Liu,NCOM: network coding based overlay multicast in wireless networks,2015.0
6,Yong Liu,On routing optimization with multiple traffic matrices,2005.0
5,Yong Liu,Power consumption of mobile video streaming under adverse network conditions,2013.0
5,Yong Liu,"Hierarchically clustered P2P video streaming: Design, implementation, and evaluation",2012.0
5,Yong Liu,Optimal Routing with Multiple Traffic Matricies Tradeoff Between Average Case and Worst Case Performance,2005.0
5,Yong Liu,Understanding the interaction between overlay routing and traffic engineering,2004.0
5,Yong Liu,Understanding the interaction between overlay routing and MPLS traffic engineering,2004.0
5,Yong Liu,"Gong W.-B.: Fluid methods for modeling large heterogeneous networks. NTIS, kwiecień 2005",
4,Yong Liu,"TCP BBR for ultra-low latency networking: challenges, analysis, and solutions",2019.0
4,Yong Liu,"Multipath IP Routing on End Devices: Motivation, Design, and Performance",2018.0
4,Yong Liu,"Perceptual quality maximization for video calls with packet losses by optimizing FEC, frame rate, and quantization",2017.0
4,Yong Liu,SDN state inconsistency verification in openstack,2016.0
4,Yong Liu,Dealing with user heterogeneity in P2P multiparty video conferencing: Layered coding versus receiver partitioning,2014.0
4,Yong Liu,Capacity analysis of peer-to-peer adaptive streaming,2013.0
4,Yong Liu,On the interaction between overlay routing and mpls traffic engineering,2004.0
3,Yong Liu,Queue-based adaptive chunk scheduling for peer-to-peer live streaming,2018.0
3,Yong Liu,Delay bounds of peer-to-peer video streaming,2009.0
2,Yong Liu,Field-of-view prediction in 360-degree videos with attention-based neural encoder-decoder networks,2019.0
2,Yong Liu,On group popularity prediction in event-based social networks,2019.0
2,Yong Liu,WiLiTV: A low-cost wireless framework for live TV services,2017.0
2,Yong Liu,Thwarting privacy protection on location-based social discovery services,2015.0
2,Yong Liu,Exploring the gain of opportunistic routing in wireless multicast,2014.0
2,Yong Liu,Measurement and modeling of video watching time for internet streaming systems,2012.0
2,Yong Liu,Optimal Cross-layer scheduling for multicast in multi-channel wireless networks,2009.0
2,Yong Liu,Client-controlled slow TCP and denial of service,2004.0
1,Yong Liu,Supplementary file of the TPDS manuscript,2016.0
1,Yong Liu,Threshold bipolar scheduling for P2P live streaming,2014.0
1,Yong Liu,A two-level approach for subtitle alignment,2014.0
1,Yong Liu,"Fluid Methods for Modeling Large, Heterogeneous Networks",2005.0
1,Yong Liu,Challenges to congestion control posed by concurrent downloads,2002.0
1,Yong Liu,RESEARCH ACCOMPLISHMENTS.,1963.0
1,Yong Liu,Identifying State Inconsistency in OpenStack,
156,Romain,A novel method for investigating the collective behaviour of fish: introducing ‘Robofish’,2010.0
49,Romain,Dynamic social networks in guppies (Poecilia reticulata),2014.0
36,Romain,Blending in with the shoal: robotic fish swarms for investigating strategies of group formation in guppies,2014.0
30,Romain,Collective cognition in humans: groups outperform their best members in a sentence reconstruction task,2013.0
27,Romain,Guppies occupy consistent positions in social networks: mechanisms and consequences,2017.0
26,Romain,Social networks in changing environments,2015.0
20,Romain,Interactive robotic fish for the analysis of swarm behavior,2013.0
13,Romain,Information transmission via movement behaviour improves decision accuracy in human groups,2015.0
7,Romain,Biomimetic and biohybrid systems,2014.0
6,Romain,Collective decision making in guppies: a cross-population comparison study in the wild,2017.0
5,Romain,A multi-agent platform for biomimetic fish,2012.0
4,Romain,Design and development of a robotic predator as a stimulus in conditioned place aversion for the study of the effect of ethanol and citalopram in zebrafish,2020.0
4,Romain,Comparison between two-and three-dimensional scoring of zebrafish response to psychoactive drugs: identifying when three-dimensional analysis is needed,2019.0
3,Romain,A comparison of individual learning and social learning in zebrafish through an ethorobotics approach,2019.0
2,Romain,The tagging procedure of visible implant elastomers influences zebrafish individual and social behavior,2018.0
1,Romain,Can robotic fish help zebrafish learn to open doors?,2019.0
176,Shuyang Ling,Self-calibration and biconvex compressive sensing,2015.0
167,Shuyang Ling,"Rapid, robust, and reliable blind deconvolution via nonconvex optimization",2019.0
87,Shuyang Ling,Blind deconvolution meets blind demixing: algorithms and performance bounds,2017.0
41,Shuyang Ling,Self-calibration and bilinear inverse problems via linear least squares,2018.0
34,Shuyang Ling,Regularized gradient descent: a nonconvex recipe for fast joint blind deconvolution and demixing,2019.0
21,Shuyang Ling,Backward error and perturbation bounds for high order Sylvester tensor equation,2013.0
20,Shuyang Ling,"When do birds of a feather flock together? k-means, proximity, and conic programming",2020.0
15,Shuyang Ling,On the landscape of synchronization networks: a perspective from nonconvex optimization,2019.0
9,Shuyang Ling,Certifying global optimality of graph cuts via semidefinite relaxation:  a performance guarantee for spectral clustering,2020.0
2,Shuyang Ling,Near-optimal performance bounds for orthogonal and permutation group synchronization via spectral methods,2020.0
2,Shuyang Ling,Solving orthogonal group synchronization via convex and low-rank optimization: tightness and landscape analysis,2020.0
2,Shuyang Ling,"Strong consistency, graph Laplacians, and the stochastic block model",2020.0
1,Shuyang Ling,Fast blind deconvolution and blind demixing via nonconvex optimization,2017.0
1,Shuyang Ling,Simultaneous blind deconvolution and blind demixing via convex programming,2016.0
150,Enric Junque,Predictive Modeling with Big Data: Is Bigger Really Better?,2013.0
138,Enric Junque,Mining Massive Fine-Grained Behavior Data to Improve Predictive Analytics,2016.0
71,Enric Junque,Evaluating and understanding text-based stock price prediction models,2014.0
66,Enric Junque,Comprehensible Software Fault and Effort Prediction: a Data Mining Approach,2014.0
57,Enric Junque,Active Learning-based Pedagogical Rule Extraction,2015.0
54,Enric Junque,Media coverage in times of political crisis: A text mining approach,2012.0
36,Enric Junque,Belgian economic policy uncertainty index: improvement through text mining,2016.0
36,Enric Junque,Corporate residence fraud detection,2014.0
22,Enric Junque,Volatility and the buyback anomaly,2018.0
13,Enric Junque,Active learning based rule extraction for regression,2012.0
5,Enric Junque,Wallenius Bayes,2018.0
1,Enric Junque,Iteratively refining SVMs using priors,2015.0
1,Enric Junque,Subsumption architecture for enabling strategic coordination of robot swarms in a gaming scenario,2011.0
99,Zhibin Chen,Optimal deployment of charging lanes for electric vehicles in transportation networks,2016.0
85,Zhibin Chen,Optimal design of autonomous vehicle zones in transportation networks,2017.0
79,Zhibin Chen,Optimal deployment of autonomous vehicle lanes with endogenous market penetration,2016.0
69,Zhibin Chen,Deployment of stationary and dynamic charging infrastructure for electric vehicles along traffic corridors,2017.0
51,Zhibin Chen,Pricing of parking games with atomic players,2015.0
35,Zhibin Chen,Parking reservation for managing downtown curbside parking,2015.0
29,Zhibin Chen,A cost-competitiveness analysis of charging infrastructure for electric bus operations,2018.0
17,Zhibin Chen,Analysis of advanced management of curbside parking,2016.0
11,Zhibin Chen,Accelerating the adoption of automated vehicles by subsidies: A dynamic games approach,2019.0
9,Zhibin Chen,Dynamic simulation of traffic noise by applying ray tracing method based on indoor space partitioning,2014.0
6,Zhibin Chen,Deployment of roadside units to overcome connectivity gap in transportation networks with mixed traffic,2020.0
5,Zhibin Chen,一种结合室内空间剖分的声线跟踪法,2013.0
5,Zhibin Chen,城市环境噪声模拟与评估系统——“中大声图” 的研究与应用,2012.0
4,Zhibin Chen,An advanced parking navigation system for downtown parking,2019.0
4,Zhibin Chen,Multiclass Traffic Assignment Problem with Flow-Dependent Passenger Car Equivalent Value of Trucks,2017.0
3,Zhibin Chen,Path controlling of automated vehicles for system optimum on transportation networks with heterogeneous traffic stream,2020.0
3,Zhibin Chen,Equilibrium analysis of urban traffic networks with ride-sourcing services,2019.0
1,Zhibin Chen,Integrated planning of static and dynamic charging infrastructure for electric vehicles,2020.0
1,Zhibin Chen,Network‐level scheduling of road construction projects considering user and business impacts,2020.0
1,Zhibin Chen,Deployment strategies of managed lanes on arterials.,2015.0
57,Gus Xia,Autonomous robot dancing driven by beats and emotions of music,2012.0
29,Gus Xia,Music style transfer: A position paper,2018.0
19,Gus Xia,Spectral Learning for Expressive Interactive Ensemble Music Performance.,2015.0
16,Gus Xia,The effect of explicit structure encoding of deep neural networks for symbolic music generation,2019.0
15,Gus Xia,A Framework for Coordination and Synchronization of Media.,2011.0
14,Gus Xia,Duet interaction: learning musicianship for automatic accompaniment.,2015.0
12,Gus Xia,Deep music analogy via latent representation disentanglement,2019.0
12,Gus Xia,Expressive Collaborative Music Performance via Machine Learning,2016.0
8,Gus Xia,Methods and prospects for human–computer performance of popular music,2014.0
8,Gus Xia,"Segmentation, clustering, and display in a personal audio database for musicians",2011.0
7,Gus Xia,Improvised Duet Interaction: Learning Improvisation Techniques for Automatic Accompaniment,2017.0
7,Gus Xia,A Statistical View on the Expressive Timing of Piano Rolled Chords.,2015.0
7,Gus Xia,MidiFind: fast and effective similarity searching in large MIDI databases,2013.0
6,Gus Xia,Inspecting and interacting with meaningful music representations using VAE,2019.0
6,Gus Xia,Large-vocabulary Chord Transcription Via Chord Structure Decomposition.,2019.0
6,Gus Xia,ShIFT: A Semi-haptic Interface for Flute Tutoring,2018.0
5,Gus Xia,Active Scores: Representation and Synchronization in Human–Computer Performance of Popular Music,2014.0
4,Gus Xia,Pop909: A pop-song dataset for music arrangement generation,2020.0
4,Gus Xia,Expressive humanoid robot for automatic accompaniment,2016.0
4,Gus Xia,Midifind: Similarity search and popularity mining in large midi databases,2013.0
2,Gus Xia,Pianotree vae: Structured representation learning for polyphonic music,2020.0
2,Gus Xia,Learning interpretable representation for controllable polyphonic music generation,2020.0
2,Gus Xia,Transformer VAE: A Hierarchical Model for Structure-Aware and Interpretable Music Representation Learning,2020.0
2,Gus Xia,Continuous Melody Generation via Disentangled Short-Term Representations and Structural Conditions,2020.0
1,Gus Xia,Adaptive Multimodal Music Learning via Interactive-haptic Instrument,2019.0
1,Gus Xia,Transferring Piano Performance Control across Environments,2019.0
1,Gus Xia,A Framework for Automated Pop-song Melody Generation with Piano Accompaniment Arrangement,2018.0
1,Gus Xia,Melodic Phrase Segmentation By Deep Neural Networks,2018.0
185,Ratan Dey,Facebook users have become much more private: A large-scale study,2012.0
118,Ratan Dey,Estimating age privacy leakage in online social networks,2012.0
40,Ratan Dey,A closer look at third-party OSN applications: Are they leaking your personal information?,2014.0
37,Ratan Dey,Topology mapping and geolocating for China's Internet,2012.0
35,Ratan Dey,China’s Internet: Topology Mapping and Geolocating,
27,Ratan Dey,Profiling high-school students with facebook: how online privacy laws can actually increase minors' risk,2013.0
18,Ratan Dey,The city privacy attack: Combining social media and public records for detailed profiles of adults and children,2015.0
14,Ratan Dey,An Analysis of United States Online Political Advertising Transparency,2019.0
11,Ratan Dey,Estimating Heights from Photo Collections: A Data-Driven Approach,2014.0
1,Ratan Dey,What Is Zoom Not Telling You: Lessons From an Online Course During COVID-19,2020.0
1,Ratan Dey,Data-Driven Privacy Attacks in Online Social Networks,2017.0
1,Ratan Dey,Supplementary file of the TPDS manuscript,2016.0
16,Xianbin Gu,Improving superpixel-based image segmentation by incorporating color covariance matrix manifolds,2014.0
10,Xianbin Gu,Empirical analysis on long memory property of Baltic dry index,2009.0
3,Xianbin Gu,Image segmentation with superpixel based covariance descriptor,2016.0
3,Xianbin Gu,Superpixel-based segmentation using multi-layer bipartite graphs and Grassmann manifolds,2014.0
1,Xianbin Gu,A multi-feature bipartite graph ensemble for image segmentation,2020.0
1,Xianbin Gu,A hierarchical segmentation tree for superpixel-based image segmentation,2016.0
1,Xianbin Gu,Image segmentation with superpixel-based covariance descriptors in low-rank representation,2016.0
89,Siyao Guo,On the hardness of learning with rounding over small modulus,2016.0
34,Siyao Guo,"Fixing cracks in the concrete: Random oracles with auxiliary input, revisited",2017.0
32,Siyao Guo,Candidate weak pseudorandom functions in AC0 ○ MOD2,2014.0
32,Siyao Guo,Rational arguments: single round delegation with sublinear verification,2014.0
28,Siyao Guo,Random oracles and non-uniformity,2018.0
27,Siyao Guo,The power of negations in cryptography,2015.0
25,Siyao Guo,Rational sumchecks,2016.0
24,Siyao Guo,Non-malleable codes for small-depth circuits,2018.0
24,Siyao Guo,Threshold secret sharing requires a linear size alphabet,2016.0
13,Siyao Guo,"Non-uniform bounds in the random-permutation, ideal-cipher, and generic-group models",2018.0
12,Siyao Guo,Non-malleable codes for decision trees,2019.0
12,Siyao Guo,Testing -Monotonicity: The Rise and Fall of Boolean Functions,2019.0
10,Siyao Guo,Sparse extractor families for all the entropy,2013.0
9,Siyao Guo,Negation-limited formulas,2017.0
5,Siyao Guo,Data structures meet cryptography: 3SUM with preprocessing,2020.0
5,Siyao Guo,Optimal deterministic extractors for generalized Santha-Vazirani sources,2018.0
1,Siyao Guo,Tight Quantum Time-Space Tradeoffs for Function Inversion,2020.0
1,Siyao Guo,Limits on the Efficiency of (Ring) LWE Based Non-interactive Key Exchange,2020.0
316,Oliver Marin,Implementation and performance evaluation of an adaptable failure detector,2002.0
137,Oliver Marin,Performance Analysis of a Hierarchical Failure Detector.,2003.0
102,Oliver Marin,Towards adaptive fault tolerance for distributed multi-agent systems,2001.0
78,Oliver Marin,DARX-a framework for the fault-tolerant support of agent software,2003.0
66,Oliver Marin,Dynamic and adaptive replication for large-scale reliable multi-agent systems,2002.0
65,Oliver Marin,Stream processing of healthcare sensor data: studying user traces to identify challenges from a big data perspective,2015.0
54,Oliver Marin,DimaX: a fault-tolerant multi-agent platform,2006.0
43,Oliver Marin,Matchmaking in multi-player on-line games: studying user traces to improve the user experience,2014.0
42,Oliver Marin,Towards reliable multi-agent systems: An adaptive replication mechanism,2010.0
30,Oliver Marin,Survey on simulation for mobile ad-hoc communication for disaster scenarios,2016.0
27,Oliver Marin,A fault-tolerant multi-agent framework,2002.0
20,Oliver Marin,Fault tolerance in scalable agent support systems: Integrating darx in the agentscape framework,2003.0
17,Oliver Marin,Towards autonomic fault-tolerant multi-agent systems,2007.0
16,Oliver Marin,Making hadoop MapReduce byzantine fault-tolerant,2010.0
14,Oliver Marin,Lease-based Decentralized Resource Management in Open Multi-Agent Systems.,2005.0
14,Oliver Marin,Toward fault-tolerant multi-agent systems,2001.0
13,Oliver Marin,Experience and prospects for various control strategies for self-replicating multi-agent systems,2006.0
13,Oliver Marin,The Darx framework: Adapting fault tolerance for agent systems,2003.0
13,Oliver Marin,Dynamic adaptation of replication strategies for reliable agents,2002.0
12,Oliver Marin,Un mécanisme de réplication adaptative pour des SMA tolérants aux pannes.,2004.0
11,Oliver Marin,Sport Trackers and Big Data: Studying user traces to identify opportunities and challenges,2014.0
11,Oliver Marin,Multi-agent systems and fault-tolerance: State of the art elements,2007.0
9,Oliver Marin,Towards a scalable refereeing system for online gaming,2014.0
9,Oliver Marin,Dring: A layered scheme for range queries over dhts,2011.0
9,Oliver Marin,Software engineering for large-scale multi-agent systems: SELMAS 2003: workshop report,2003.0
8,Oliver Marin,A scalable architecture for spatio-temporal range queries over big location data,2015.0
8,Oliver Marin,RepFD-Using reputation systems to detect failures in large dynamic networks,2015.0
7,Oliver Marin,Probabilistic byzantine tolerance for cloud computing,2015.0
7,Oliver Marin,CORPS: building a community of reputable PeerS in distributed hash tables,2011.0
7,Oliver Marin,A multi-agent approach to reliable air traffic control,2008.0
6,Oliver Marin,Recursive replication: A survival solution for structured P2P information systems to denial of service attacks,2007.0
5,Oliver Marin,Darx-a self-healing framework for agents,2005.0
4,Oliver Marin,SDN-based Wi-Fi Direct clustering for cloud access in campus networks,2018.0
4,Oliver Marin,Probabilistic byzantine tolerance scheduling in hybrid cloud environments,2017.0
4,Oliver Marin,Crowdsourcing-based architecture for post-disaster geolocation: A comparative performance evaluation,2016.0
4,Oliver Marin,Mobility-aware DTN protocols for post-disaster scenarios,2015.0
4,Oliver Marin,Towards a reliable air traffic control.,2008.0
4,Oliver Marin,Towards a reliable air traffic control (short paper),2008.0
4,Oliver Marin,Multi-criteria decision aggregation and ranking approaches for combining multiple information strategies to decide which agents should be replicated,2007.0
4,Oliver Marin,Engineering control strategies for replication-based fault-tolerant multi-agent systems,2006.0
4,Oliver Marin,A Multi-Blackboard Approach to the Control/Monitoring of APS,2002.0
3,Oliver Marin,A scalable architecture for highly reliable certification,2013.0
3,Oliver Marin,Optimized range queries for large scale networks,2012.0
3,Oliver Marin,Tolerance aux Fautes,2006.0
3,Oliver Marin,Implémentation d'un détecteur de défaillances adaptable,2002.0
2,Oliver Marin,Scalability and availability for massively multiplayer online games,2015.0
2,Oliver Marin,Etude des services de matchmaking dans les jeux mutlijoueurs en ligne: récupérer les traces utilisateur afin d'améliorer l'expérience de jeu,2015.0
2,Oliver Marin,Towards distributed geolocation for large scale disaster management,2014.0
2,Oliver Marin,Matchmaking dans les jeux mutlijoueurs en ligne: étudier les traces utilisateurs pour améliorer l’expérience de jeu,2014.0
2,Oliver Marin,Vers un système d'arbitrage décentralisé pour les jeux en ligne,2013.0
2,Oliver Marin,Peer-to-Peer storage,2011.0
2,Oliver Marin,Conception d'un système de reconfiguration de logiciels multitâches embarqués sur satellite,2001.0
2,Oliver Marin,A joint middleware/configuration language approach for space embedded software update,2001.0
1,Oliver Marin,Geotrie: A scalable architecture for location-temporal range queries over massive geotagged data sets,2016.0
1,Oliver Marin,Peer‐to‐Peer Storage,2013.0
1,Oliver Marin,Étude d'une architecture MapReduce tolérant les fautes byzantines.,2011.0
1,Oliver Marin,Towards autonomic fault-tolerant multi-agent systems,2007.0
1,Oliver Marin,"Distributed Agents Researchers around the World, Unite!",2005.0
1,Oliver Marin,So where's the computation superhighway?[WWW computing resources],2005.0
1,Oliver Marin,Role of replication planning for fault tolerant multiagent systems,2005.0
1555,Zheng Zhang,Mxnet: A flexible and efficient machine learning library for heterogeneous distributed systems,2015.0
538,Zheng Zhang,The application of two-level attention models in deep convolutional neural network for fine-grained image classification,2015.0
491,Zheng Zhang,Corey: An Operating System for Many Cores.,2008.0
491,Zheng Zhang,Corey: An operating system for many cores,2008.0
325,Zheng Zhang,ReVive: cost-effective architectural support for rollback recovery in shared-memory multiprocessors,2002.0
244,Zheng Zhang,Building topology-aware overlays using global soft-state,2003.0
226,Zheng Zhang,"Strider: A black-box, state-based approach to change and configuration management and support",2004.0
218,Zheng Zhang,An empirical study of collusion behavior in the Maze P2P file-sharing system,2007.0
211,Zheng Zhang,Timestream: Reliable stream computation in the cloud,2013.0
210,Zheng Zhang,Automated known problem diagnosis with event traces,2006.0
197,Zheng Zhang,System and method for a distributed object store,2011.0
196,Zheng Zhang,R2: An application-level kernel for record and replay,2008.0
188,Zheng Zhang,D3S: Debugging Deployed Distributed Systems.,2008.0
180,Zheng Zhang,Logical volume-level migration in a partition-based distributed file system,2004.0
165,Zheng Zhang,Error-Driven Incremental Learning in Deep Convolutional Neural Network for Large-Scale Image Classification,2014.0
146,Zheng Zhang,Scale-Invariant Convolutional Neural Networks,2014.0
130,Zheng Zhang,Deep graph library: Towards efficient and scalable deep learning on graphs,2019.0
130,Zheng Zhang,Updating references to a migrated object in a partition-based distributed file system,2004.0
128,Zheng Zhang,Multiple granularity descriptors for fine-grained categorization,2015.0
124,Zheng Zhang,An empirical study of free-riding behavior in the Maze P2P file-sharing system,2005.0
124,Zheng Zhang,The memory performance of DSS commercial workloads in shared-memory multiprocessors,1997.0
